Store,Week,Temperature,Holiday,CPI,FuelPrice,Unemployment,WeeklySales
1,25,83.36,No,211.2351443,2.608,7.787,1385065.2
17,49,6.23,No,127.1917742,2.891,6.866,1083071.14
44,129,75.69,No,130.7012903,3.556,5.407,337819.16
8,59,56.68,No,217.7705442,3.488,6.262,898289.14
31,12,64.21,No,210.1000648,2.795,8.2,1280465.8
29,80,74.69,No,136.144129,3.88,9.863,471311.5
7,41,22.12,No,191.0411474,2.737,9.137,507584.29
32,48,27.7,Yes,191.2557002,2.829,9.137,955463.84
13,65,43.85,No,128.9998667,3.683,7.193,1895583.12
1,29,86.65,No,211.6033633,2.664,7.787,1513080.49
24,45,27.11,No,132.6764,3.255,8.275,1593012.75
17,87,61.4,No,129.6060667,3.623,6.745,868191.05
36,117,70.06,No,220.3014485,3.888,6.989,308389.82
13,79,75.56,No,129.1846452,3.595,6.877,2076231.8
36,26,81.88,No,210.1286794,2.602,8.36,432451.91
16,130,69,No,197.9792136,3.57,6.061,539337.87
31,58,54.69,No,213.7646401,3.459,8.028,1405572.93
18,18,70.28,No,132.3648387,2.857,9.269,1271311.76
4,117,76.47,No,131.1266667,3.81,4.308,2064065.66
42,125,89.92,No,130.7929,4.014,7.382,540031.29
45,63,53.69,No,185.5339821,3.821,8.521,765270.02
25,122,69.54,No,214.5513278,3.742,7.139,694765.95
27,100,37.85,Yes,140.5874505,3.566,7.906,1650604.6
27,37,58.38,No,136.6401935,2.999,8.021,1728388.2
33,129,91.49,No,130.7012903,3.589,7.147,253205.89
40,77,73.34,No,135.8738387,3.882,4.584,980642.1
41,93,32.87,No,195.6376941,3.505,6.759,1302499.23
31,88,71.64,No,216.6958311,3.285,7.441,1427383.24
39,134,80.49,No,220.8526787,3.62,6.623,1724669.75
36,70,82.96,No,214.0162805,3.69,8.3,373703.95
40,136,65.06,Yes,138.4729355,3.921,4.156,1088248.4
18,33,60.94,No,132.7670667,2.716,9.342,997998.21
34,38,58.11,No,126.3815484,2.736,10.21,936293.6
6,116,68.64,No,223.17092,3.877,5.964,1456073.24
41,60,41.11,No,192.1964844,3.414,7.241,1140578.16
18,35,67.76,No,132.7568,2.717,9.331,948977.5
4,143,63.64,No,131.1930968,3.514,3.879,2149594.46
5,3,41.14,No,211.8471283,2.514,6.566,303447.57
32,20,60.94,No,189.4185259,2.674,8.963,1150191.72
15,123,59.35,No,138.1174194,3.871,8.15,611390.67
42,46,59.15,No,126.8794839,3.125,9.003,537455.65
19,128,73.17,No,138.263,3.689,8.193,1321741.35
2,108,54.63,No,220.275944,3.555,7.057,1861802.7
31,37,68.61,No,211.4713286,2.72,8.163,1265852.43
29,105,40.58,No,137.0632581,3.633,8.988,493159.35
33,35,91.45,No,126.2346,3.001,9.265,224294.39
16,105,25.53,No,196.8728921,3.031,6.162,475905.1
45,29,76.01,No,182.6165205,2.779,8.743,708568.29
34,106,36.7,Yes,130.3849032,3.411,9.653,1047658.09
16,119,53.57,No,197.5481609,3.87,6.169,479855
37,131,85.56,No,220.6319358,3.417,6.623,521959.28
29,108,39,No,137.3411034,3.751,8.988,488782.63
6,44,52.3,No,213.123851,2.708,7.007,1677067.24
1,72,86.41,No,214.9980596,3.637,7.682,1532114.86
28,8,60.06,No,126.6050645,3.083,13.975,1245268.77
26,35,57.8,No,132.7568,2.717,8.149,923221.52
2,2,38.49,Yes,210.8979935,2.548,8.324,2137809.5
19,42,44.22,No,132.9172,3.138,8.067,1377593.1
26,38,36.13,No,132.8170968,2.919,8.149,916522.66
17,37,47.35,No,126.3266774,2.845,6.885,838297.32
35,127,82.08,No,142.2234298,3.475,8.839,985479.64
8,56,51.29,No,216.9247918,3.065,6.262,917317.15
15,58,34.27,No,133.7361429,3.752,7.771,537035.28
1,100,44.55,Yes,219.5359898,3.129,7.866,1497462.72
42,50,49.98,No,127.3009355,3.312,8.744,613899.15
28,108,53.13,No,130.5502069,3.95,12.187,1323487.91
21,125,81.78,No,221.4411622,3.346,6.891,735870
41,45,33.9,No,190.9741069,2.728,7.508,1434908.13
42,100,48.92,Yes,130.0710323,3.428,7.874,454412.28
37,107,54.38,No,219.1148297,3.51,7.244,541071.29
17,99,18.76,No,129.9845484,3.186,6.617,1289156.9
25,139,54.52,No,215.7367162,3.997,7.28,683300.84
20,1,25.92,No,204.2471935,2.784,8.187,2401395.47
2,66,61.48,No,215.4448709,3.906,7.931,1837743.6
1,8,51.45,No,211.0180424,2.732,8.106,1404429.92
8,58,49.14,No,217.512299,3.459,6.262,900387.29
36,131,85.56,No,220.6319358,3.404,6.623,304989.97
8,97,30.51,No,222.4651238,3.158,6.123,1051922.95
40,122,64.75,No,138.1138065,3.798,4.125,1037464.27
37,28,86.06,No,210.3943056,2.692,8.36,491815.83
34,40,52.43,No,126.4912903,2.699,10.21,972292.31
21,63,71.01,No,214.9420631,3.743,7.931,768390.05
30,120,72.42,No,221.380331,3.63,6.891,460945.14
13,30,75.31,No,126.0892903,2.854,7.951,1908278.27
12,86,82.95,No,129.5183333,3.789,13.503,871692.74
42,93,55.28,No,129.8167097,3.677,7.874,643125.29
34,44,34.7,No,126.7313333,2.727,10.21,1001512.21
12,95,53.25,Yes,129.8364,3.622,12.89,1591920.42
9,62,71.4,No,218.6895775,3.622,6.38,561625.92
44,31,65.71,No,126.1019355,2.868,7.804,295880.12
38,33,82.45,No,126.1454667,3.028,14.18,336253.19
1,4,46.63,No,211.3196429,2.561,8.106,1409727.59
26,21,63.78,No,132.4976,2.81,8.512,976242.09
7,57,21.84,No,192.0116004,3.232,8.818,551378.39
1,111,64.74,No,221.2118132,3.734,7.348,1677472.78
25,16,57.17,No,203.8770235,2.958,7.856,704113.22
36,6,61.96,No,210.1413607,2.619,8.554,441434.2
8,74,87.26,No,218.5937514,3.524,6.425,883683.35
7,78,56.66,No,193.711525,3.547,8.622,653382.62
13,103,32.71,No,130.2792258,3.047,6.104,1811606.21
23,95,35.23,Yes,136.4788,3.536,4.42,2057059.53
4,9,48.77,No,126.6034839,2.74,7.896,1979247.12
8,19,82.21,No,214.834529,2.668,6.29,914835.86
20,26,76.03,No,204.605272,2.781,7.527,1955896.59
42,37,75.48,No,126.3266774,3.08,9.003,559285.35
21,74,87.57,No,214.8368678,3.524,7.852,784639.12
31,122,79.24,No,221.3852748,3.501,6.891,1404516.29
12,58,57.75,No,128.3995,3.818,14.021,997672.62
38,62,64.47,No,128.8238065,4.003,13.736,392152.3
31,19,83.51,No,211.1120018,2.668,8.2,1377092.33
15,95,41.1,Yes,136.4788,3.689,7.866,1066478.1
9,2,37.08,Yes,214.8056534,2.548,6.415,552677.48
27,7,49.04,No,135.6682247,2.96,8.237,1700627.97
15,135,71.42,No,138.3771935,4.026,8.193,610185.32
34,71,74.57,No,129.0357097,3.64,10.581,943912.77
4,126,84.23,No,130.7562667,3.257,4.308,2128362.92
20,62,47.09,No,208.1092642,3.72,7.287,2027056.39
15,7,44.69,No,131.8242903,2.96,8.35,593710.67
25,72,63.58,No,208.1265604,3.842,7.287,717373.43
11,104,58.36,No,223.5645845,3.29,6.833,1162675.85
29,129,76.57,No,138.2331935,3.61,9.419,506705.36
36,21,84.14,No,210.0975233,2.601,8.464,434879.87
40,119,52.06,No,138.0882667,3.947,4.125,967729.35
34,1,35.44,No,126.4420645,2.598,9.521,956228.96
41,129,74.06,No,197.9290378,3.585,6.432,1347175.93
11,83,91.44,No,219.1501106,3.533,7.567,1297792.41
40,51,14.64,No,133.0285161,3.232,5.114,764014.75
27,27,77.45,No,136.4741118,2.942,7.982,1908036.68
6,110,57.89,No,222.6650998,3.669,6.132,1569304.4
25,56,28.36,No,206.6424093,3.274,7.343,570816.34
19,105,36.22,No,137.0632581,3.796,7.943,1345311.65
10,60,62.53,No,128.6160645,3.716,8.744,1815798.85
16,111,38.02,No,197.0457208,3.486,6.162,520850.71
24,15,51.31,No,132.152129,3.112,8.211,1346783.35
19,34,63.43,No,132.7619333,2.837,8.099,1318343.58
17,1,23.11,No,126.4420645,2.666,6.548,789036.02
32,11,53.49,No,189.6628845,2.765,8.963,1082763.27
15,61,30.34,No,134.0682581,3.811,7.658,542556.05
12,20,81.06,No,126.114,3.043,14.099,956211.2
4,73,81.85,No,129.0663,3.57,5.946,2008344.92
27,115,52.22,No,141.8433929,4.187,8.253,1650405.21
12,137,83.64,No,130.9776667,4.133,10.926,885892.37
11,134,83.17,No,225.6925864,3.62,6.334,1409515.73
17,64,42.24,No,128.9553,3.655,6.774,1060770.11
42,84,89.06,Yes,129.3686129,3.771,8.257,608390.94
18,104,30.44,No,136.9598387,3.568,8.075,825584.22
14,117,53.2,No,190.8680064,4.004,8.567,1784029.95
6,135,83.58,No,223.9210125,3.638,5.668,1577439.81
18,24,76.9,No,132.5667742,2.796,9.342,1115514.61
36,75,84.71,No,214.0245556,3.44,8.177,377464.62
16,27,67.42,No,190.0990028,2.69,6.868,586936.45
16,25,70.67,No,189.774698,2.691,6.868,588344.18
15,126,68.91,No,138.1962667,3.667,8.15,624099.48
15,65,55.46,No,134.4357333,4.117,7.658,560764.41
12,111,64.44,No,130.8261935,4.273,12.187,1088498.52
11,39,74.21,No,215.2274686,2.716,7.564,1195036
41,48,25.19,Yes,191.2557002,2.829,7.508,1001790.16
12,71,78.72,No,129.0357097,3.981,13.736,996937.95
7,108,24.41,No,196.9499007,3.129,8.256,603041.14
37,31,82.29,No,210.2966631,2.577,8.36,510427.53
15,40,40.29,No,132.9245806,3.049,8.067,612987.64
4,62,62.61,No,128.8238065,3.605,5.946,2074953.46
30,136,88.4,Yes,222.0747635,3.73,6.565,433565.77
26,48,18.73,Yes,132.8150323,3.177,8.149,877268.29
33,63,64.64,No,128.9107333,4.089,8.687,275749.56
23,77,76.74,No,135.8738387,3.882,4.584,1362144
23,16,57.94,No,132.2230323,2.961,5.435,1327424.28
40,80,68.3,No,136.144129,3.88,4.584,955506.95
21,69,76.86,No,215.1544822,3.786,7.931,744389.81
3,31,84.16,No,214.8481685,2.577,7.346,366473.97
35,102,41.3,No,140.7048214,3.513,8.744,625135.11
23,125,71.82,No,138.1629,3.629,4.125,1522042.57
16,135,64.19,No,198.0967341,3.556,6.061,551837.31
39,34,78.5,No,210.3664469,2.624,8.36,1199449.54
24,14,66.65,No,132.1062,3.095,8.211,1409705.03
12,9,59.84,No,126.6034839,3.086,14.099,1011822.3
5,93,60.71,No,218.5699621,3.297,6.3,311906.7
38,28,87.01,No,126.064,3.159,14.18,341400.72
8,130,81.71,No,225.5029014,3.407,5.401,838227.52
4,31,76.8,No,126.1019355,2.584,7.372,1935857.58
44,86,63.6,No,129.5183333,3.648,6.56,307409.13
5,11,65.3,No,211.0388528,2.808,6.465,306858.69
12,48,45.64,Yes,127.0876774,3.148,14.313,891736.91
20,30,70.51,No,204.7900305,2.755,7.527,1946369.57
8,81,82.92,No,219.0701968,3.554,6.425,895066.5
44,7,42.49,No,126.6066452,2.782,8.119,269624.2
1,80,90.76,No,215.6057878,3.638,7.962,1525147.09
2,65,69.21,No,215.2772683,3.81,7.931,1745545.28
12,67,70.93,No,129.089,4.202,13.736,977033.5
3,106,51.65,Yes,223.753643,3.409,6.833,473292.47
42,119,76.03,No,131.1453333,4.186,7.382,643603.69
30,63,71.01,No,214.9420631,3.743,7.931,426666.92
22,42,48.62,No,136.7715714,3.03,8.572,985896.44
12,110,54.54,No,130.7413793,4.25,12.187,1113208.57
23,3,26.7,No,131.637,2.747,5.892,1319588.04
20,77,78.89,No,208.5937018,3.811,7.274,1950904.84
28,47,52.02,No,126.9835806,3.236,14.313,2026026.39
16,93,29.56,No,195.6376941,3.505,6.232,513181.31
13,139,64.8,No,131.043,3.821,5.765,1927664.11
25,142,51.93,No,216.1464699,3.969,7.293,685531.85
30,132,89.57,No,221.5954138,3.494,6.565,430878.28
19,97,40.18,No,136.5030667,3.627,7.866,1713769.06
20,87,63.44,No,209.807836,3.645,7.274,1945808.26
40,102,25.9,No,136.753,3.523,4.261,780607.52
28,28,87.01,No,126.064,3.159,14.18,1218688.09
37,111,67.48,No,219.8956335,3.734,7.244,484588.34
40,143,49.65,No,138.7281613,3.917,4.145,921264.52
39,131,84.05,No,220.6319358,3.417,6.623,1608277.74
6,126,87.35,No,223.4506878,3.286,5.964,1648863.46
44,4,29.98,No,126.5522857,2.667,8.119,273079.07
22,125,70.61,No,142.1606464,3.629,7.671,1112449.3
34,86,66.23,No,129.5183333,3.473,10.641,902852.73
20,127,79.2,No,214.6873514,3.475,7.28,2358055.3
22,35,69.31,No,136.6297571,2.717,8.572,905987.17
24,76,74.43,No,135.7837419,3.915,8.358,1356938.95
38,92,59.77,No,129.8051935,3.828,12.89,436970.1
43,38,69.46,No,203.7770645,2.725,10.21,680943.03
23,8,38.59,No,131.863129,2.831,5.892,1310701.8
4,70,78.26,No,129.0490323,3.683,5.946,2065377.15
37,61,67.31,No,213.5776701,3.524,8.3,534578.78
42,12,66.42,No,126.4713333,3.05,9.524,492364.77
9,142,68.01,No,227.214288,3.594,4.954,542009.46
34,22,73.66,No,126.1392,2.668,9.816,919229.36
32,107,24.26,No,196.9432711,3.113,8.256,1243812.59
6,84,80.21,Yes,217.3980304,3.546,6.925,1483574.38
6,130,85.78,No,223.5516178,3.407,5.668,1513229.16
5,38,70.96,No,212.4169928,2.725,6.768,284988.27
36,72,84.43,No,213.7481256,3.599,8.3,394645.25
2,103,51.7,No,219.6258417,3.268,7.057,1711769.11
5,120,70.45,No,222.330443,3.63,5.801,336189.66
26,23,71.08,No,132.5461333,2.806,8.445,1122356.53
36,107,54.38,No,219.1148297,3.503,7.244,326316.73
23,105,29.71,No,137.0632581,3.633,4.261,1261872.67
5,83,90.38,No,216.3588498,3.533,6.529,315645.53
19,92,44.97,No,136.475129,3.738,7.866,1480289.64
20,15,55.91,No,203.6133915,2.982,7.856,2033211.62
41,131,73.16,No,198.0293893,3.528,6.432,1439607.35
42,3,58.22,No,126.5262857,2.915,9.765,508794.87
36,79,86.71,No,214.2972939,3.652,8.177,381017.75
6,49,47.78,No,212.9134266,2.976,6.858,1350441.68
34,125,78.85,No,130.7929,3.329,9.575,1000285.1
32,18,66.69,No,189.422658,2.7,8.963,1149234.96
23,139,53.71,No,138.7395,4.018,4.156,1319035.06
45,104,37.93,No,189.5168505,3.567,8.424,624081.64
7,129,62.87,No,197.9290378,3.585,7.872,686345.69
19,137,65.08,No,138.5673,4.088,8.193,1370653.41
12,139,81.22,No,131.043,3.966,10.926,880415.67
16,23,61.79,No,189.5231276,2.711,6.868,614253.33
18,19,64.08,No,132.4357419,2.83,9.269,1173521.82
30,53,36.33,No,212.2240646,2.989,8.028,490970.95
6,134,79.03,No,223.7860175,3.62,5.668,1501095.49
21,17,80.94,No,210.5552301,2.759,8.2,755214.26
6,23,80.93,No,212.6296549,2.642,6.973,1690317.99
25,49,29,No,204.6487803,3.193,7.343,558794.63
27,110,44.32,No,141.4742857,4.021,8.009,1607343.41
9,50,36.43,No,214.9749587,2.983,6.416,458086.69
26,120,52.55,No,138.1065806,3.899,7.489,978082.84
22,9,44.96,No,135.7464988,2.826,8.348,1177340.99
37,12,68.03,No,209.2199574,2.795,8.464,527019.78
40,134,63.91,No,138.2814516,3.874,4.156,945318.47
26,77,69.52,No,135.8738387,3.882,7.767,1017867.8
1,127,81.57,No,221.8837789,3.227,6.908,1769854.16
8,137,67.21,No,226.1615981,3.717,5.401,883569.38
9,47,50.93,No,214.9301534,2.886,6.56,873347.55
23,129,71.13,No,138.2331935,3.61,4.156,1381339.23
23,35,62.07,No,132.7568,2.717,5.287,1129909.44
9,5,48.43,No,214.9054721,2.625,6.415,507297.88
32,54,18.51,Yes,191.8572881,3.037,8.818,1124357.2
19,7,43.74,No,131.8242903,2.96,8.35,1332940.35
36,35,74.66,No,210.4404433,2.567,8.476,422169.47
6,8,53.74,No,212.533737,2.732,7.259,1472033.38
8,43,51.07,Yes,215.1077548,2.735,6.433,1261693.16
5,61,61.5,No,215.4024406,3.524,6.489,314316.55
10,73,90.69,No,129.0663,3.807,8.494,1711813.13
17,16,53.94,No,126.1843871,2.95,6.635,826626.5
7,33,48.56,No,190.4688287,2.8,9.017,489408.53
22,103,29.16,No,140.8086118,3.542,7.503,897027.44
45,42,50.02,No,182.8989385,3,8.724,723987.85
37,137,78.16,No,221.2601207,3.717,6.623,514651.74
31,89,69.79,No,217.0048261,3.274,7.441,1378340.18
1,137,74.97,No,222.5820193,3.717,6.908,1517428.87
7,60,25.69,No,192.1964844,3.414,8.818,559061.58
43,98,43.78,No,210.7365392,3.159,10.148,665007.08
27,2,29.81,Yes,135.4113076,2.94,8.237,1745362.72
17,127,68.91,No,130.7196333,3.63,5.936,1046782.52
21,28,89.65,No,211.2951413,2.692,8.099,793589.18
1,46,49.84,No,211.4053124,2.869,7.838,1891034.93
20,63,55,No,208.3172811,3.821,7.287,2057406.33
4,112,59.07,No,130.8966452,3.759,4.607,2091592.54
33,139,86.42,No,131.043,3.966,7.147,242813.51
43,136,84.99,Yes,213.7990991,3.73,9.285,663814.18
12,83,93.66,No,129.3259355,3.798,13.503,1052051.45
43,49,40.47,No,203.4267005,2.976,10.398,611796.61
19,134,66.66,No,138.2814516,3.997,8.193,1544653.37
40,2,20.84,Yes,131.5866129,2.771,5.892,955338.29
17,19,57.14,No,126.1119032,2.841,6.635,845252.21
31,63,71.01,No,214.9420631,3.743,7.931,1408464.08
36,67,76.73,No,214.6899778,3.92,8.3,395316.65
1,115,69.07,No,221.5102105,3.891,7.143,1621031.7
39,89,73.79,No,216.0885258,3.274,7.716,1384721.84
33,91,76.73,No,129.7936774,3.843,8.01,231319.96
10,54,51.51,Yes,127.859129,3.381,8.744,2115408.31
5,108,57.75,No,221.2224243,3.555,5.943,312220.47
13,102,25.61,No,130.244,3.056,6.104,1794962.64
23,25,70.2,No,132.5825806,2.784,5.326,1333634.45
37,110,63.19,No,219.7437314,3.669,7.244,535937.25
6,48,49.14,Yes,212.9149674,2.943,7.007,1464050.02
38,4,50.23,No,126.5522857,2.825,13.975,334222.73
28,69,76.67,No,129.0623548,4.087,13.736,1160043.98
4,46,46.57,No,126.8794839,2.884,7.127,2740057.14
37,36,66.34,No,210.5144398,2.633,8.476,524483.65
43,107,49.38,No,211.916835,3.51,9.653,660632.05
19,96,45.67,No,136.4909333,3.666,7.866,1484708.38
31,72,87.54,No,214.6513538,3.637,7.931,1491039.14
12,104,50.43,No,130.3144516,3.675,12.187,888203.69
24,80,72.52,No,136.144129,3.995,8.358,1402818.01
15,44,36,No,132.7566667,3.2,8.067,754134.95
10,3,58.22,No,126.5262857,2.915,9.765,2113432.58
30,24,85.61,No,210.7577954,2.623,8.099,438068.71
35,13,53.55,No,135.9170833,2.921,9.051,1096930.65
36,114,73.95,No,220.1204125,3.934,6.989,331026.11
41,49,23.76,No,191.3683815,2.882,7.241,1153596.53
37,30,84.62,No,210.3292106,2.619,8.36,512157.25
38,113,64.36,No,130.9670968,4.294,12.187,408679.36
41,57,34.99,No,192.0116004,3.232,7.241,1229257.7
14,74,74.04,No,185.9119885,3.748,8.625,2074668.19
7,95,27.6,Yes,195.7704,3.424,8.513,949075.87
34,85,64.94,No,129.4306,3.532,10.641,927249.61
6,72,87.08,No,216.5371616,3.637,6.855,1622150.33
18,59,41.12,No,133.8492258,3.634,9.131,945889.59
26,8,35.26,No,131.863129,2.831,8.488,893613
23,84,66.04,Yes,136.2745806,3.809,4.584,1423289.9
13,38,56.89,No,126.3815484,2.849,7.795,1796949.59
32,59,45.25,No,192.1237981,3.406,8.818,1100765.5
18,63,49.91,No,134.2784667,3.823,8.975,988157.72
7,96,20.38,No,195.8223287,3.378,8.513,591907.88
21,75,89.16,No,214.9296249,3.48,7.852,734099.4
39,9,63.31,No,209.5938656,2.719,8.464,1463942.62
18,31,75.42,No,132.7248387,2.735,9.342,1187359.77
8,98,39.79,No,222.6910959,3.159,6.123,1118163.94
41,97,17.05,No,195.8742575,3.331,6.759,1548661.45
30,30,86.2,No,211.2241759,2.619,8.099,443810.78
28,63,57.63,No,128.9107333,3.868,13.736,1240126.07
3,37,69.71,No,215.1293114,2.72,7.564,345584.39
2,140,70.27,No,222.8159296,3.617,6.17,1998321.04
29,87,69.78,No,136.4195,3.684,9.863,446516.26
21,119,74.14,No,221.3632212,3.688,6.891,649945.54
7,21,59.94,No,189.4533931,2.715,8.963,553714.87
7,118,45.38,No,197.6063534,3.903,8.09,465198.89
15,92,43.39,No,136.475129,3.738,7.866,615121.78
41,109,27.39,No,196.9565303,3.191,6.589,1239813.26
4,41,52.65,No,126.5461613,2.741,7.127,1999794.26
19,81,71.14,No,136.183129,3.942,7.806,1391792.69
32,111,51.51,No,197.0457208,3.486,8.256,1138101.18
32,126,81.95,No,197.785577,3.693,8.09,1178211.81
14,22,76.61,No,182.3187801,2.815,8.743,2334788.42
19,109,34.83,No,137.4238966,3.983,7.943,1308977.05
24,51,23.69,No,133.0285161,3.391,8.252,1107170.39
32,117,61.76,No,197.664546,3.927,8.09,1126962.44
10,76,86.01,No,129.1338387,3.779,8.257,1775068.4
11,101,54.44,No,223.1923049,3.157,6.833,1283885.55
27,108,41.74,No,141.3007857,3.917,8.009,1648602.39
30,5,48.61,No,211.0067542,2.625,8.324,472591.07
41,15,40.23,No,189.4904116,2.788,7.363,1116439.02
10,122,80.06,No,130.9592258,4.277,7.382,1767471.48
41,50,22.44,No,191.4784939,2.911,7.241,1052609.16
1,95,60.14,Yes,218.4676211,3.236,7.866,2033320.66
3,104,58.06,No,223.5645845,3.29,6.833,349518.1
15,55,33.06,No,133.3701429,3.42,7.771,649993.5
15,71,69.86,No,134.9425484,4.025,7.658,642679.81
9,87,78.45,No,220.3195004,3.355,6.404,508567.04
17,78,68.59,No,129.1677097,3.574,6.745,861894.77
11,6,64.1,No,214.7027646,2.667,7.368,1331883.16
22,46,30.46,No,136.5292811,3.139,8.572,1527682.99
35,121,64.77,No,142.1032776,3.798,8.876,822167.17
26,110,29.03,No,137.5066897,3.876,7.467,1028569.01
40,55,21.82,No,133.3701429,3.263,5.114,968694.45
9,30,84.01,No,215.1199536,2.619,6.442,506789.66
30,76,91.05,No,215.0134426,3.575,7.852,420515.63
7,27,61.7,No,190.0990028,2.69,9.017,643854.17
11,4,52.79,No,214.6475127,2.561,7.368,1336404.65
15,38,47.1,No,132.8170968,3.049,8.067,600395.73
42,52,53.03,No,127.5800323,3.231,8.744,499081.79
35,83,71.44,No,140.196985,3.703,8.684,813486.55
26,20,53.62,No,132.4733333,2.805,8.512,1001286.67
23,111,41.19,No,137.5843871,3.867,4.261,1258364.31
25,53,23.94,No,205.7329407,3.231,7.343,639830.45
6,19,81.81,No,212.9835992,2.668,7.092,1685652.35
27,47,31.34,No,136.597273,3.309,8.021,3078162.08
36,88,71.2,No,215.7831333,3.262,7.716,346137.87
14,109,41.55,No,190.1714927,3.816,8.424,1926004.99
42,110,57.65,No,130.7413793,3.963,7.545,659816.15
9,69,80.42,No,219.1203788,3.786,6.38,553834.04
12,24,97.18,No,126.1498065,3.094,14.18,916402.76
11,41,63.74,No,215.3256258,2.728,7.564,1281675.6
30,114,69.02,No,221.0737638,3.891,6.891,461511.92
13,9,42.15,No,126.6034839,2.842,8.107,2142482.14
1,131,86.11,No,221.9498642,3.417,6.908,1631135.79
25,109,36.01,No,213.6718127,3.816,6.961,643155.89
44,99,24.76,No,129.9845484,3.186,6.078,376233.89
1,61,59.17,No,214.8371664,3.524,7.682,1495064.75
18,60,36.65,No,133.9587419,3.624,9.131,944523.3
40,5,34.78,No,131.735,2.766,5.892,990152.28
28,61,63.63,No,128.7199355,3.772,13.736,1336838.41
30,10,65.74,No,210.2831653,2.77,8.2,454800.96
37,68,73.02,No,214.465412,3.907,8.3,533564.42
2,11,68.07,No,210.1495463,2.808,8.2,1874957.94
19,75,73.2,No,135.6283333,3.886,7.806,1465489.75
1,48,48.43,Yes,211.4049321,2.943,7.838,1367320.01
12,21,87.27,No,126.1266,3.084,14.099,958007.69
13,37,54.12,No,126.3266774,2.845,7.795,1851431.06
43,57,60.26,No,205.7148214,3.288,10.398,616345.25
5,9,63.18,No,211.372888,2.719,6.465,331406
7,138,51.77,No,198.358523,3.765,7.872,530842.25
12,38,68.85,No,126.3815484,3.014,14.313,857883.46
33,99,53.39,No,129.9845484,3.541,8.01,256235.19
3,57,65.11,No,217.1716979,3.288,7.551,437084.51
7,71,53.3,No,192.8470612,3.735,8.595,621099.95
22,32,68.6,Yes,136.6212085,2.717,8.433,924174.4
30,16,74.24,No,210.2768443,2.826,8.2,455751.84
26,70,60.49,No,134.8551613,3.973,7.818,1054454.4
29,34,65.14,No,132.7619333,2.718,10.409,465338.41
41,44,33,No,190.9931437,2.712,7.508,1220115.75
28,97,42.17,No,129.8555333,3.644,12.89,1467024.3
18,43,40.81,Yes,132.8369333,3.07,9.331,1653759.36
31,106,46.52,Yes,219.9049073,3.409,7.057,1527688.58
5,114,70.4,No,222.0225762,3.891,5.801,402985.7
29,134,70.42,No,138.2814516,3.874,9.419,615026.15
33,141,79.64,No,131.1083333,4.468,6.895,291781.15
12,114,64.05,No,131.0375484,4.121,11.627,1128765.71
8,49,35.77,No,214.7415521,2.976,6.262,873065.23
9,1,38.01,No,214.6554591,2.572,6.415,549505.55
9,93,58.28,No,221.6482278,3.297,6.054,594574.12
13,67,52.4,No,129.089,3.77,7.193,1958823.56
20,22,70.1,No,204.4650559,2.815,7.527,2143676.77
17,54,14.19,Yes,127.859129,3.034,6.866,813211.46
12,60,54.4,No,128.6160645,3.909,14.021,954107.32
10,87,82.27,No,129.6060667,3.877,8.257,1627707.31
43,35,77.93,No,203.5934286,2.603,10.21,657108.77
7,68,36.16,No,192.831317,3.828,8.595,424670.98
44,117,64.8,No,131.1266667,3.842,5.621,330338.36
35,142,56.53,No,142.8633629,3.969,8.665,829284.67
2,47,49.97,No,211.0646599,2.886,8.163,3436007.68
24,12,51.07,No,132.0226667,3.021,8.211,1264117.01
45,2,27.73,Yes,181.982317,2.773,8.992,656988.64
11,128,82.46,No,225.4340074,3.256,6.334,1320239.51
35,73,72.02,No,139.1832917,3.804,8.512,849397.57
18,134,68.52,No,138.2814516,3.874,8.535,1145840.91
27,38,52.82,No,136.688871,3.049,8.021,1693935.29
32,55,42.09,No,191.9178331,3.051,8.818,1183528.58
43,39,65.88,No,203.8242258,2.716,10.21,610076.32
28,15,68.44,No,126.2085484,3.145,14.099,1245898.73
34,109,42.74,No,130.6457931,3.619,9.653,990263.7
41,62,42.87,No,192.3418571,3.532,6.934,1206252.12
24,77,79.29,No,135.8738387,3.972,8.358,1357672.24
1,59,62.76,No,214.3627114,3.488,7.742,1576818.06
1,140,68.55,No,223.1814772,3.617,6.573,1670785.97
41,101,37.21,No,196.5458309,3.095,6.589,1208191.61
33,121,88.89,No,131.0287742,4.127,7.396,261851.74
23,43,34.95,Yes,132.8369333,3.07,5.287,2072685.05
31,16,74.24,No,210.2768443,2.826,8.2,1337405.6
12,30,93.19,No,126.0892903,3.129,14.18,1004516.46
14,95,48.71,Yes,188.3504,3.492,8.523,2685351.81
36,47,59.1,No,210.1805602,2.863,8.476,422093.59
30,126,88.05,No,221.4813343,3.286,6.891,423192.4
44,76,75.59,No,129.1338387,3.553,6.56,289201.21
33,103,55.99,No,130.2792258,3.66,7.603,244899.2
10,62,73.03,No,128.8238065,3.818,8.494,1870720.73
39,18,79.83,No,209.9398091,2.705,8.464,1512207.95
2,114,68.43,No,221.0737638,3.891,6.891,2129035.91
25,135,68.55,No,215.0878309,3.867,7.28,714828.73
24,50,22.41,No,132.9510645,3.367,8.252,1167740.2
23,78,69.55,No,135.9639355,3.898,4.584,1319767.55
34,101,36.39,No,130.1575161,3.158,9.653,953844.85
39,138,73.58,No,221.4578604,3.721,6.623,1555672.51
